id,true_label,gpt_label,gpt_type,gpt_reason,raw_response
w087,NORMAL,NORMAL,auth,"The log shows a user authentication request being processed, which is a typical and expected event in router operation.","```json
{
  ""label"": ""NORMAL"",
  ""type"": ""auth"",
  ""reason"": ""The log shows a user authentication request being processed, which is a typical and expected event in router operation.""
}
```"
w088,NORMAL,ANOMALOUS,auth,Multiple failed SSH login attempts for user admin1 indicate possible unauthorized access attempts.,"```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""auth"",
  ""reason"": ""Multiple failed SSH login attempts for user admin1 indicate possible unauthorized access attempts.""
}
```"
w089,ANOMALOUS,NORMAL,auth,"The log shows a normal peer disconnection with a proper disconnect message and connection closure, indicating expected authentication session termination.","```json
{
  ""label"": ""NORMAL"",
  ""type"": ""auth"",
  ""reason"": ""The log shows a normal peer disconnection with a proper disconnect message and connection closure, indicating expected authentication session termination.""
}
```"
w090,NORMAL,NORMAL,auth,"The log shows a new SSH connection initiation and related transport state changes, which are typical for normal authentication attempts.","```json
{
  ""label"": ""NORMAL"",
  ""type"": ""auth"",
  ""reason"": ""The log shows a new SSH connection initiation and related transport state changes, which are typical for normal authentication attempts.""
}
```"
w091,NORMAL,NORMAL,auth,The log shows a standard SSH key exchange initialization with no signs of failure or suspicious activity.,"```json
{
  ""label"": ""NORMAL"",
  ""type"": ""auth"",
  ""reason"": ""The log shows a standard SSH key exchange initialization with no signs of failure or suspicious activity.""
}
```"
w092,NORMAL,ANOMALOUS,other,"The log contains hex-encoded or corrupted data instead of readable log messages, indicating potential log tampering or malfunction.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""other"",
  ""reason"": ""The log contains hex-encoded or corrupted data instead of readable log messages, indicating potential log tampering or malfunction.""
}
```"
w093,NORMAL,ANOMALOUS,other,"The log entries contain what appears to be hex-encoded or corrupted data instead of readable log messages, indicating potential log tampering or malfunction.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""other"",
  ""reason"": ""The log entries contain what appears to be hex-encoded or corrupted data instead of readable log messages, indicating potential log tampering or malfunction.""
}
```"
w094,NORMAL,ANOMALOUS,other,"The log entries contain hex-encoded or obfuscated data instead of readable log messages, which is unusual and may indicate log corruption or an attempt to hide activity.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""other"",
  ""reason"": ""The log entries contain hex-encoded or obfuscated data instead of readable log messages, which is unusual and may indicate log corruption or an attempt to hide activity.""
}
```"
w095,NORMAL,NORMAL,other,The log shows hexadecimal data and packet size information typical of normal router debug or diagnostic output without any error or suspicious activity.,"```json
{
  ""label"": ""NORMAL"",
  ""type"": ""other"",
  ""reason"": ""The log shows hexadecimal data and packet size information typical of normal router debug or diagnostic output without any error or suspicious activity.""
}
```"
w096,NORMAL,ANOMALOUS,other,"The log contains repeated hexadecimal strings that do not correspond to normal MikroTik log formats, indicating possible data corruption or an attempt to obfuscate information.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""other"",
  ""reason"": ""The log contains repeated hexadecimal strings that do not correspond to normal MikroTik log formats, indicating possible data corruption or an attempt to obfuscate information.""
}
```"
w097,NORMAL,ANOMALOUS,other,"The log contains hex-encoded or corrupted data instead of readable log messages, indicating potential log tampering or malfunction.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""other"",
  ""reason"": ""The log contains hex-encoded or corrupted data instead of readable log messages, indicating potential log tampering or malfunction.""
}
```"
w098,NORMAL,ANOMALOUS,other,"The log entries contain hex-encoded or corrupted data instead of readable MikroTik log messages, indicating possible log tampering or malfunction.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""other"",
  ""reason"": ""The log entries contain hex-encoded or corrupted data instead of readable MikroTik log messages, indicating possible log tampering or malfunction.""
}
```"
w099,NORMAL,ANOMALOUS,auth,"The log contains repeated hex-encoded strings resembling credential data, indicating possible unauthorized or suspicious authentication attempts.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""auth"",
  ""reason"": ""The log contains repeated hex-encoded strings resembling credential data, indicating possible unauthorized or suspicious authentication attempts.""
}
```"
w100,NORMAL,ANOMALOUS,other,"The log entries contain hex-encoded or corrupted data instead of readable log messages, indicating potential log tampering or malfunction.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""other"",
  ""reason"": ""The log entries contain hex-encoded or corrupted data instead of readable log messages, indicating potential log tampering or malfunction.""
}
```"
w101,NORMAL,NORMAL,other,The log contains hex-encoded data likely representing routine system or device information without any signs of errors or suspicious activity.,"```json
{
  ""label"": ""NORMAL"",
  ""type"": ""other"",
  ""reason"": ""The log contains hex-encoded data likely representing routine system or device information without any signs of errors or suspicious activity.""
}
```"
w102,NORMAL,NORMAL,auth,"The log shows a normal SSH key exchange initialization with supported algorithms, indicating a standard authentication process.","```json
{
  ""label"": ""NORMAL"",
  ""type"": ""auth"",
  ""reason"": ""The log shows a normal SSH key exchange initialization with supported algorithms, indicating a standard authentication process.""
}
```"
w103,NORMAL,NORMAL,auth,"The log shows a typical SSH key exchange and connection initiation process, indicating normal authentication activity.","```json
{
  ""label"": ""NORMAL"",
  ""type"": ""auth"",
  ""reason"": ""The log shows a typical SSH key exchange and connection initiation process, indicating normal authentication activity.""
}
```"
w104,NORMAL,NORMAL,other,"The log shows a hex dump of data packets without any error or suspicious activity, indicating normal operation.","```json
{
  ""label"": ""NORMAL"",
  ""type"": ""other"",
  ""reason"": ""The log shows a hex dump of data packets without any error or suspicious activity, indicating normal operation.""
}
```"
w105,NORMAL,ANOMALOUS,other,"The log contains hex-encoded or obfuscated data without clear readable information, which is unusual for standard MikroTik logs and may indicate suspicious activity or data corruption.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""other"",
  ""reason"": ""The log contains hex-encoded or obfuscated data without clear readable information, which is unusual for standard MikroTik logs and may indicate suspicious activity or data corruption.""
}
```"
w106,NORMAL,ANOMALOUS,other,"The log entries contain repeated hexadecimal-like strings without clear readable content or known MikroTik log format, indicating possible corrupted or encoded data which is unusual for normal router logs.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""other"",
  ""reason"": ""The log entries contain repeated hexadecimal-like strings without clear readable content or known MikroTik log format, indicating possible corrupted or encoded data which is unusual for normal router logs.""
}
```"
w107,NORMAL,ANOMALOUS,other,"The log contains mostly hex-encoded or corrupted data without clear readable information, which is unusual for normal MikroTik router logs and may indicate a logging or firmware issue.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""other"",
  ""reason"": ""The log contains mostly hex-encoded or corrupted data without clear readable information, which is unusual for normal MikroTik router logs and may indicate a logging or firmware issue.""
}
```"
w108,NORMAL,ANOMALOUS,auth,"The log shows an SSH connection attempt from an external IP using libssh_0.11.1, which is commonly associated with automated scanning or brute force attempts.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""auth"",
  ""reason"": ""The log shows an SSH connection attempt from an external IP using libssh_0.11.1, which is commonly associated with automated scanning or brute force attempts.""
}
```"
w109,NORMAL,NORMAL,other,The log shows a standard data transmission with no signs of errors or suspicious activity.,"```json
{
  ""label"": ""NORMAL"",
  ""type"": ""other"",
  ""reason"": ""The log shows a standard data transmission with no signs of errors or suspicious activity.""
}
```"
w110,NORMAL,ANOMALOUS,other,"The log contains mostly hexadecimal or encoded data fragments without clear readable information, which is unusual for standard MikroTik logs and may indicate corrupted or suspicious activity.","```json
{
  ""label"": ""ANOMALOUS"",
  ""type"": ""other"",
  ""reason"": ""The log contains mostly hexadecimal or encoded data fragments without clear readable information, which is unusual for standard MikroTik logs and may indicate corrupted or suspicious activity.""
}
```"
